开奖日期	期号	中奖号码	单选	组选3	组选6	销售额（元）	返奖比例
2009-04-17	2009100	585	24369	32726	0	60,808,402	 57.29%
2009-04-16	2009099	436	13755	0	82196	57,609,136	 46.70%
2009-04-15	2009098	937	45772	0	67038	55,996,352	 100.86%
2009-04-14	2009097	474	18138	44815	0	56,023,268	 57.98%
2009-04-13	2009096	402	7822	0	24529	57,027,592	 20.60%
2009-04-12	2009095	792	16027	0	68876	55,936,338	 48.35%
2009-04-11	2009094	290	14070	0	29634	57,224,962	 32.87%
2009-04-10	2009093	069	22655	0	52443	57,573,482	 53.92%
2009-04-09	2009092	085	10448	0	36645	55,070,382	 29.62%
2009-04-08	2009091	851	36375	0	93451	56,539,984	 90.76%
2009-04-07	2009090	003	11466	17498	0	58,329,598	 29.25%
2009-04-06	2009089	046	20085	0	60651	57,867,702	 51.47%
2009-04-05	2009088	809	18021	0	62104	56,737,320	 49.26%
2009-04-04	2009087	821	9300	0	45505	55,913,358	 29.65%
2009-04-03	2009086	161	20725	20248	0	62,412,326	 43.58%
2009-04-02	2009085	852	10065	0	60963	60,764,954	 32.62%
2009-04-01	2009084	076	6328	0	34087	60,743,508	 19.39%
2009-03-31	2009083	877	22620	25803	0	62,642,024	 49.28%
2009-03-30	2009082	376	28018	0	92944	61,505,892	 69.73%
2009-03-29	2009081	456	24999	0	57393	57,885,758	 59.04%
2009-03-28	2009080	530	13430	0	39499	57,118,360	 34.57%
2009-03-27	2009079	892	15865	0	30024	60,615,482	 34.08%
2009-03-26	2009078	558	15155	15356	0	59,219,402	 33.88%
2009-03-25	2009077	576	30599	0	105804	57,192,588	 83.09%
2009-03-24	2009076	988	18215	39166	0	53,174,320	 57.82%
2009-03-23	2009075	999	55310	0	0	58,112,348	 95.11%
2009-03-22	2009074	328	13392	0	43414	54,666,970	 37.18%
2009-03-21	2009073	303	12917	18116	0	58,463,732	 32.01%
2009-03-20	2009072	821	27021	0	42753	63,163,354	 53.60%
2009-03-19	2009071	047	15232	0	53704	59,607,450	 39.97%
2009-03-18	2009070	351	18496	0	57325	61,226,806	 45.19%
2009-03-17	2009069	085	20339	0	46727	57,814,194	 48.11%
2009-03-16	2009068	718	26540	0	92516	59,212,924	 69.81%
2009-03-15	2009067	016	26381	0	49254	55,518,742	 61.70%
2009-03-14	2009066	665	7029	13780	0	57,270,982	 19.98%
2009-03-13	2009065	055	15964	27328	0	58,945,922	 41.91%
2009-03-12	2009064	661	19568	29938	0	58,088,152	 50.18%
2009-03-11	2009063	994	18466	19796	0	59,013,950	 42.02%
2009-03-10	2009062	443	25194	28392	0	56,536,944	 60.62%
2009-03-09	2009061	207	None	None	None	 	 
2009-03-08	2009060	774	36383	87275	0	62,955,714	 102.52%
2009-03-07	2009059	359	18396	0	35886	62,280,814	 38.75%
2009-03-06	2009058	208	13120	0	34227	61,761,418	 30.11%
2009-03-05	2009057	658	7341	0	24369	59,394,358	 18.92%
2009-03-04	2009056	652	20935	0	31740	62,211,830	 41.80%
2009-03-03	2009055	567	22452	0	50994	59,793,080	 51.19%
2009-03-02	2009054	698	11447	0	28559	58,022,276	 27.60%
2009-03-01	2009053	645	19146	0	44366	54,614,490	 48.05%
2009-02-28	2009052	389	19000	0	43456	56,249,380	 46.13%
2009-02-27	2009051	416	46746	0	96559	54,071,260	 115.03%
2009-02-26	2009050	508	29332	0	66428	50,898,284	 78.54%
2009-02-25	2009049	834	10124	0	39926	50,588,348	 32.64%
2009-02-24	2009048	939	19013	10331	0	49,035,038	 45.52%
2009-02-23	2009047	393	9573	8043	0	51,315,602	 23.67%
2009-02-22	2009046	989	29750	20467	0	50,617,820	 71.73%
2009-02-21	2009045	375	35954	0	66123	49,455,964	 94.08%
2009-02-20	2009044	737	34145	50457	0	52,291,796	 96.23%
2009-02-19	2009043	268	17214	0	43216	51,225,184	 47.10%
2009-02-18	2009042	140	12868	0	40824	51,105,016	 37.96%
2009-02-17	2009041	968	15787	0	32625	49,043,088	 42.82%
2009-02-16	2009040	440	10468	28776	0	51,315,270	 38.43%
2009-02-15	2009039	897	9189	0	43577	49,921,808	 32.37%
2009-02-14	2009038	540	19972	0	71712	51,568,068	 60.98%
2009-02-13	2009037	147	43501	0	72676	50,725,224	 108.65%
2009-02-12	2009036	236	49006	0	91956	47,419,888	 134.37%
2009-02-11	2009035	514	13052	0	38242	45,432,734	 42.19%
2009-02-10	2009034	767	14314	30455	0	45,250,818	 53.47%
2009-02-09	2009033	444	40672	0	0	53,445,202	 76.03%
2009-02-08	2009032	194	18937	0	48265	48,565,356	 54.88%
2009-02-07	2009031	529	21038	0	41936	46,951,782	 59.08%
2009-02-06	2009030	785	14353	0	36289	48,049,376	 41.94%
2009-02-05	2009029	918	20397	0	33207	43,796,454	 58.69%
2009-02-04	2009028	506	27322	0	60244	42,488,546	 86.97%
2009-02-03	2009027	298	18796	0	37474	40,713,716	 60.88%
2009-02-02	2009026	384	8918	0	24221	37,215,102	 34.37%
2009-02-01	2009025	141	6581	9870	0	35,497,914	 27.44%
2009-01-24	2009024	429	19653	0	37979	40,940,162	 62.84%
2009-01-23	2009023	344	6373	23220	0	49,052,244	 28.18%
2009-01-22	2009022	358	20999	0	38153	50,007,354	 54.19%
2009-01-21	2009021	135	26778	0	45107	50,119,960	 67.82%
2009-01-20	2009020	328	18406	0	55765	50,385,432	 54.23%
2009-01-19	2009019	514	9713	0	34986	51,113,470	 29.96%
2009-01-18	2009018	334	10252	20857	0	52,419,844	 32.31%
2009-01-17	2009017	740	22315	0	30767	52,094,222	 52.27%
2009-01-16	2009016	304	9841	0	21763	52,733,076	 25.26%
2009-01-15	2009015	869	29098	0	44817	51,181,610	 70.86%
2009-01-14	2009014	434	10391	15602	0	52,350,552	 29.39%
2009-01-13	2009013	626	37866	87771	0	57,856,636	 114.22%
2009-01-12	2009012	157	18998	0	53643	56,373,848	 48.92%
2009-01-11	2009011	403	25620	0	40130	51,996,076	 61.59%
2009-01-10	2009010	397	6444	0	35188	53,662,752	 22.50%
2009-01-09	2009009	047	19422	0	61350	53,215,152	 54.94%
2009-01-08	2009008	196	7600	0	14853	52,464,440	 19.01%
2009-01-07	2009007	916	13548	0	39300	53,813,130	 36.85%
2009-01-06	2009006	037	15817	0	62298	51,316,338	 50.24%
2009-01-05	2009005	499	11099	36062	0	58,720,250	 38.74%
2009-01-04	2009004	951	11480	0	37117	56,507,186	 30.82%
2009-01-03	2009003	438	41686	0	104651	53,485,626	 109.21%
2009-01-02	2009002	754	16814	0	31202	51,089,610	 42.67%
2009-01-01	2009001	671	25546	0	71934	49,192,652	 75.31%
2008-12-31	2008359	927	41001	0	81509	53,800,288	 100.41%
2008-12-30	2008358	159	30818	0	64613	51,177,396	 80.41%
2008-12-29	2008357	475	21554	0	107313	51,032,630	 75.89%
2008-12-28	2008356	363	14076	27120	0	50,273,008	 45.32%
2008-12-27	2008355	820	17499	0	37033	52,705,188	 44.43%
2008-12-26	2008354	801	10643	0	41659	52,839,404	 32.75%
2008-12-25	2008353	813	23040	0	64062	49,327,148	 67.48%
2008-12-24	2008352	632	15489	0	51618	49,959,668	 47.53%
2008-12-23	2008351	055	7478	16871	0	50,464,580	 25.53%
2008-12-22	2008350	364	21260	0	60660	47,383,988	 65.34%
2008-12-21	2008349	400	26216	40991	0	47,718,478	 82.45%
2008-12-20	2008348	014	18307	0	32221	50,900,836	 46.08%
2008-12-19	2008347	807	29115	0	59188	51,802,676	 74.46%
2008-12-18	2008346	982	11935	0	40189	49,982,882	 36.74%
2008-12-17	2008345	393	8181	11337	0	50,439,124	 23.41%
2008-12-16	2008344	119	23018	25844	0	50,572,624	 61.86%
2008-12-15	2008343	541	13095	0	58134	50,444,254	 44.39%
2008-12-14	2008342	368	14973	0	51153	45,390,282	 51.01%
2008-12-13	2008341	699	13620	37292	0	51,661,552	 49.67%
2008-12-12	2008340	342	10414	0	69935	52,219,432	 41.37%
2008-12-11	2008339	452	27266	0	81990	50,105,408	 80.58%
2008-12-10	2008338	071	10074	0	23176	49,917,500	 27.60%
2008-12-09	2008337	915	27574	0	73736	45,682,708	 86.16%
2008-12-08	2008336	687	15810	0	45404	48,112,428	 47.97%
2008-12-07	2008335	187	20263	0	38924	44,674,416	 59.29%
2008-12-06	2008334	736	14464	0	29424	45,033,526	 42.56%
2008-12-05	2008333	398	11194	0	31314	45,920,536	 35.28%
2008-12-04	2008332	433	10030	13841	0	45,267,410	 31.95%
2008-12-03	2008331	368	20889	0	43758	45,626,416	 61.12%
2008-12-02	2008330	007	12814	10931	0	46,118,896	 35.36%
2008-12-01	2008329	052	8150	0	22552	46,431,566	 25.32%
2008-11-30	2008328	440	22559	29420	0	44,029,976	 72.61%
2008-11-29	2008327	213	27238	0	50595	43,911,976	 80.43%
2008-11-28	2008326	502	12416	0	31971	47,204,724	 37.12%
2008-11-27	2008325	811	9226	13810	0	43,809,102	 31.15%
2008-11-26	2008324	991	11268	13530	0	45,629,002	 34.19%
2008-11-25	2008323	106	14374	0	26721	43,420,530	 42.93%
2008-11-24	2008322	355	14132	7412	0	44,631,672	 36.96%
2008-11-23	2008321	535	19765	26763	0	42,177,700	 67.16%
2008-11-22	2008320	053	14313	0	36876	43,770,202	 46.17%
2008-11-21	2008319	003	10470	21380	0	47,393,750	 36.52%
2008-11-20	2008318	096	10333	0	47863	43,867,692	 41.00%
2008-11-19	2008317	000	40408	0	0	48,219,690	 83.74%
2008-11-18	2008316	493	16301	0	57417	46,454,550	 54.85%
2008-11-17	2008315	548	8404	0	32147	47,582,108	 28.46%
2008-11-16	2008314	518	6006	0	24116	44,487,592	 22.17%
2008-11-15	2008313	178	13068	0	41980	44,499,846	 44.45%
2008-11-14	2008312	633	18771	39432	0	49,577,702	 63.31%
2008-11-13	2008311	518	32835	0	53644	45,370,692	 91.24%
2008-11-12	2008310	967	9442	0	30263	47,339,816	 30.17%
2008-11-11	2008309	867	6737	0	20697	44,982,800	 22.33%
2008-11-10	2008308	172	17870	0	40223	45,137,854	 53.83%
2008-11-09	2008307	843	15522	0	59156	42,774,712	 58.40%
2008-11-08	2008306	764	14362	0	49608	41,955,828	 53.14%
2008-11-07	2008305	679	22872	0	34768	44,003,590	 64.60%
2008-11-06	2008304	525	12369	17008	0	43,453,794	 40.98%
2008-11-05	2008303	971	12389	0	37237	44,180,646	 41.51%
2008-11-04	2008302	424	11456	30554	0	44,547,984	 47.66%
2008-11-03	2008301	294	6104	0	21888	46,260,066	 20.76%
2008-11-02	2008300	794	5164	0	21984	44,055,504	 19.70%
2008-11-01	2008299	104	7192	0	21129	45,333,228	 23.32%
2008-10-31	2008298	107	15537	0	26154	47,330,654	 41.66%
2008-10-30	2008297	749	19454	0	43271	44,450,984	 59.33%
2008-10-29	2008296	320	18344	0	33706	43,374,734	 54.71%
2008-10-28	2008295	808	11868	11917	0	44,601,508	 35.15%
2008-10-27	2008294	835	8974	0	54129	45,502,888	 38.75%
2008-10-26	2008293	905	18680	0	42163	43,683,986	 58.19%
2008-10-25	2008292	819	33470	0	43485	41,356,112	 97.72%
2008-10-24	2008291	997	8642	23428	0	44,530,688	 36.24%
2008-10-23	2008290	144	30789	48372	0	44,962,572	 102.89%
2008-10-22	2008289	045	8646	0	24415	46,991,328	 26.70
2008-10-21	2008288	836	32949	0	81826	43,007,838	 107.03
2008-10-20	2008287	794	18462	0	33530	44,480,624	 53.55
2008-10-19	2008286	209	11778	0	28935	41,438,338	 39.59
2008-10-18	2008285	547	11946	0	45419	42,298,324	 45.42
2008-10-17	2008284	549	11077	0	31689	43,284,640	 37.30
2008-10-16	2008283	315	23032	0	43865	41,803,698	 71.82
2008-10-15	2008282	579	26175	0	51637	41,768,886	 82.42
2008-10-14	2008281	766	6326	19040	0	40,210,702	 30.88
2008-10-13	2008280	234	50688	0	65089	44,842,058	 136.22
2008-10-12	2008279	896	6460	0	30419	42,083,938	 26.91
2008-10-11	2008278	786	9005	0	19516	43,404,392	 27.94
2008-10-10	2008277	560	9705	0	28646	43,697,180	 32.68
2008-10-09	2008276	891	12685	0	30120	41,910,672	 41.76
2008-10-08	2008275	020	8754	11605	0	43,112,050	 28.91
2008-10-07	2008274	922	15065	25102	0	44,701,714	 51.65
2008-10-06	2008273	409	19578	0	59223	44,159,542	 65.77
2008-10-05	2008272	815	11461	0	26696	42,902,128	 36.66
2008-10-04	2008271	816	3478	0	4754	43,614,238	 9.71
2008-10-03	2008270	186	7690	0	29060	43,551,440	 28.32
2008-10-02	2008269	980	9883	0	27206	40,017,696	 35.56
2008-10-01	2008268	768	4937	0	19631	41,041,826	 19.67
2008-09-30	2008267	210	14901	0	22774	42,341,352	 43.78
2008-09-29	2008266	309	8742	0	27468	43,059,054	 30.50
2008-09-28	2008265	489	13060	0	36041	42,439,026	 44.35
2008-09-27	2008264	268	14665	0	33288	42,701,826	 46.80
2008-09-26	2008263	700	4681	4912	0	45,024,308	 13.88
2008-09-25	2008262	032	9463	0	23314	42,891,142	 30.75
2008-09-24	2008261	223	5431	6957	0	43,073,892	 17.77
2008-09-23	2008260	002	5264	6670	0	44,871,082	 16.48
2008-09-22	2008259	528	29127	0	53290	44,983,562	 83.67
2008-09-21	2008258	201	15669	0	17860	43,609,754	 42.47
2008-09-20	2008257	190	7331	0	30182	44,414,312	 27.37
2008-09-19	2008256	055	9776	13594	0	47,189,794	 29.93
2008-09-18	2008255	182	41975	0	71863	45,434,812	 117.66
2008-09-17	2008254	928	17489	0	52359	45,644,858	 56.65
2008-09-16	2008253	337	7603	9311	0	43,774,394	 24.17
2008-09-15	2008252	050	8781	9415	0	45,102,454	 26.14
2008-09-14	2008251	404	15940	20892	0	43,809,800	 51.63
2008-09-13	2008250	369	39575	0	28831	44,679,266	 98.86
2008-09-12	2008249	914	28071	0	37919	44,952,502	 75.92
2008-09-11	2008248	795	7308	0	25966	44,107,804	 25.98
2008-09-10	2008247	896	12443	0	34537	44,734,990	 40.16
2008-09-09	2008246	931	12126	0	49738	42,234,300	 47.54
2008-09-08	2008245	750	9685	0	23694	40,952,018	 32.89
2008-09-07	2008244	000	34790	0	0	44,608,678	 77.93
2008-09-06	2008243	647	12033	0	34316	45,002,816	 38.93
2008-09-05	2008242	725	22735	0	59860	45,253,106	 71.39
2008-09-04	2008241	107	15903	0	32106	44,575,406	 47.20
2008-09-03	2008240	431	10971	0	42671	45,387,566	 39.20
2008-09-02	2008239	538	43395	0	64194	40,808,806	 131.47
2008-09-01	2008238	223	3758	4087	0	40,956,134	 12.36
2008-08-31	2008237	699	4285	5275	0	41,176,812	 14.50
2008-08-30	2008236	622	6255	8035	0	42,765,748	 20.64
2008-08-29	2008235	837	13317	0	30388	43,510,314	 41.77
2008-08-28	2008234	076	9214	0	29691	41,740,968	 33.45
2008-08-27	2008233	766	17653	23603	0	43,896,360	 57.41
2008-08-26	2008232	132	10677	0	14399	42,389,226	 30.62
2008-08-25	2008231	395	16570	0	33466	42,157,880	 51.99
2008-08-24	2008230	913	14561	0	30275	41,182,324	 47.11
2008-08-23	2008229	604	10961	0	27479	41,192,946	 37.27
2008-08-22	2008228	661	9356	15014	0	43,332,234	 32.67
2008-08-21	2008227	167	15219	0	49216	41,326,432	 55.87
2008-08-20	2008226	837	11894	0	39373	41,623,996	 43.71
2008-08-19	2008225	032	7053	0	27036	41,863,746	 27.17
2008-08-18	2008224	525	13694	13230	0	41,271,966	 43.43
2008-08-17	2008223	934	8246	0	36709	40,291,802	 35.04
2008-08-16	2008222	636	34589	29608	0	42,872,672	 102.77
2008-08-15	2008221	529	33027	0	31516	44,058,000	 86.39
2008-08-14	2008220	213	20973	0	34453	42,218,828	 62.72
2008-08-13	2008219	751	25744	0	69910	42,384,810	 87.12
2008-08-12	2008218	884	11127	12827	0	41,667,832	 36.55
2008-08-11	2008217	962	9887	0	31156	41,524,186	 35.81
2008-08-10	2008216	166	24111	33676	0	42,998,660	 81.13
2008-08-09	2008215	015	9956	0	18878	43,202,240	 30.03
2008-08-08	2008214	864	27384	0	39822	48,089,178	 70.18
2008-08-07	2008213	728	13715	0	31277	45,797,278	 40.86
2008-08-06	2008212	640	17926	0	48772	44,137,786	 58.28
2008-08-05	2008211	280	21777	0	48530	45,166,978	 65.36
2008-08-04	2008210	458	13392	0	29379	45,392,162	 39.85
2008-08-03	2008209	914	17216	0	35430	42,285,038	 54.11
2008-08-02	2008208	833	10970	21460	0	44,055,262	 40.48
2008-08-01	2008207	647	5960	0	30953	45,558,028	 23.95
2008-07-31	2008206	683	8834	0	42229	43,867,714	 35.54
2008-07-30	2008205	681	19369	0	49972	43,618,986	 62.72
2008-07-29	2008204	799	11095	22538	0	46,109,314	 39.70
2008-07-28	2008203	563	9630	0	25451	45,838,456	 29.89
2008-07-27	2008202	156	17444	0	48872	43,085,444	 58.63
2008-07-26	2008201	458	11217	0	29178	42,100,716	 37.73
2008-07-25	2008200	465	30530	0	52223	46,102,154	 84.33
2008-07-24	2008199	164	6976	0	26628	43,744,150	 25.68
2008-07-23	2008198	979	8990	14849	0	47,344,590	 29.02
2008-07-22	2008197	964	6427	0	20976	45,399,798	 21.55
2008-07-21	2008196	161	17283	42143	0	54,032,442	 56.95
2008-07-20	2008195	409	7297	0	19167	48,829,392	 21.22
2008-07-19	2008194	840	7164	0	23269	49,463,322	 22.01
2008-07-18	2008193	103	6636	0	18283	51,148,946	 18.69
2008-07-17	2008192	524	16949	0	28869	49,320,644	 43.72
2008-07-16	2008191	950	7465	0	21758	50,326,514	 21.74
2008-07-15	2008190	340	6874	0	13918	49,388,280	 18.42
2008-07-14	2008189	409	7806	0	21345	51,494,618	 21.79
2008-07-13	2008188	413	14882	0	24689	47,440,552	 39.69
2008-07-12	2008187	374	40653	0	80602	45,969,380	 116.44
2008-07-11	2008186	152	22842	0	31487	46,070,004	 60.50
2008-07-10	2008185	697	7405	0	29139	45,304,164	 26.63
2008-07-09	2008184	589	8319	0	22512	46,403,524	 25.68
2008-07-08	2008183	085	7858	0	36488	42,782,846	 32.01
2008-07-07	2008182	865	17009	0	28748	42,171,050	 51.23
2008-07-06	2008181	001	10735	8441	0	43,045,934	 31.21
2008-07-05	2008180	667	25913	35738	0	46,163,604	 80.90
2008-07-04	2008179	049	13408	0	32065	46,865,560	 39.54
2008-07-03	2008178	615	21799	0	70084	45,141,006	 73.13
2008-07-02	2008177	448	22634	30518	0	46,274,224	 70.00
2008-07-01	2008176	674	12164	0	38454	45,755,928	 40.03
2008-06-30	2008175	470	10798	0	38377	46,176,886	 36.68
2008-06-29	2008174	553	9866	21221	0	45,125,722	 36.91
2008-06-28	2008173	597	14282	0	21610	47,021,024	 37.72
2008-06-27	2008172	419	23017	0	44002	47,003,360	 63.92
2008-06-26	2008171	959	7832	17782	0	48,419,640	 27.92
2008-06-25	2008170	371	18709	0	58796	48,043,470	 58.50
2008-06-24	2008169	923	9740	0	29424	46,816,800	 30.86
2008-06-23	2008168	680	15194	0	42938	47,301,358	 46.63
2008-06-22	2008167	242	15871	24254	0	46,666,384	 50.64
2008-06-21	2008166	128	21869	0	74264	45,940,638	 73.45
2008-06-20	2008165	307	16836	0	35523	46,182,132	 48.74
2008-06-19	2008164	057	10562	0	36138	45,460,428	 35.95
2008-06-18	2008163	151	13985	22509	0	47,492,944	 44.60
2008-06-17	2008162	132	17337	0	42806	46,155,476	 52.38
2008-06-16	2008161	273	32667	0	32433	45,308,450	 83.52
2008-06-15	2008160	747	15072	25115	0	45,182,210	 51.13
2008-06-14	2008159	752	18873	0	78360	44,812,154	 70.04
2008-06-13	2008158	386	10264	0	43439	44,938,712	 38.30
2008-06-12	2008157	788	6460	11085	0	46,412,384	 21.56
2008-06-11	2008156	985	26286	0	48800	46,542,404	 73.24
2008-06-10	2008155	717	81537	107345	0	55,369,130	 209.28
2008-06-09	2008154	869	17693	0	32073	59,302,032	 38.48
2008-06-08	2008153	067	7077	0	19436	59,585,004	 17.09
2008-06-07	2008152	590	18323	0	34297	64,339,594	 37.00
2008-06-06	2008151	724	14048	0	47621	68,830,264	 31.48
2008-06-05	2008150	625	13230	0	47101	72,224,480	 28.75
2008-06-04	2008149	083	12610	0	32242	74,267,818	 23.92
2008-06-03	2008148	925	12076	0	50457	70,395,044	 28.62
2008-06-02	2008147	831	12885	0	35452	65,532,624	 28.31
2008-06-01	2008146	028	6661	0	19270	58,559,004	 16.63
2008-05-31	2008145	064	5564	0	18935	56,936,964	 15.09
2008-05-30	2008144	971	7700	0	30102	55,702,466	 22.47
2008-05-29	2008143	640	9143	0	30164	53,964,620	 25.88
2008-05-28	2008142	938	25339	0	32458	53,668,992	 56.87
2008-05-27	2008141	180	15849	0	43988	51,905,724	 44.08
2008-05-26	2008140	303	15530	21758	0	55,240,452	 40.71
2008-05-25	2008139	179	34637	0	69533	50,402,990	 90.76
2008-05-24	2008138	364	12695	0	40586	51,494,622	 37.26
2008-05-23	2008137	427	14883	0	43739	52,009,650	 42.06
2008-05-22	2008136	226	11384	17139	0	53,893,280	 31.29
2008-05-21	2008135	416	97092	0	87705	50,970,910	 217.94
2008-05-20	2008134	721	8843	0	32907	48,695,294	 28.97
2008-05-19	2008133	082	11271	0	35955	49,741,188	 34.21
2008-05-18	2008132	228	21933	21038	0	48,639,140	 58.91
2008-05-17	2008131	817	10121	0	21218	48,890,722	 27.64
2008-05-16	2008130	466	13505	33077	0	55,140,326	 43.67
2008-05-15	2008129	931	16254	0	44737	49,132,766	 47.63
2008-05-14	2008128	385	24724	0	74918	48,560,774	 75.59
2008-05-13	2008127	560	11040	0	43830	46,203,216	 39.07
2008-05-12	2008126	610	14494	0	33345	47,987,284	 41.30
2008-05-11	2008125	422	9823	13772	0	47,532,822	 29.93
2008-05-10	2008124	781	34851	0	59859	48,216,498	 92.11
2008-05-09	2008123	545	38567	47601	0	54,986,822	 97.83
2008-05-08	2008122	197	27684	0	88566	51,597,174	 81.12
2008-05-07	2008121	904	8795	0	18351	51,928,450	 22.58
2008-05-06	2008120	487	4470	0	27271	51,549,866	 17.13
2008-05-05	2008119	408	14656	0	27112	52,010,054	 36.51
2008-05-04	2008118	442	24356	78644	0	63,108,888	 78.46
2008-05-03	2008117	032	10154	0	30864	58,302,508	 25.88
2008-05-02	2008116	560	22845	0	56651	55,416,006	 57.56
2008-05-01	2008115	327	25284	0	38100	48,748,512	 64.34
2008-04-30	2008114	274	11866	0	37381	52,613,638	 33.91
2008-04-29	2008113	102	7295	0	30649	52,254,362	 23.34
2008-04-28	2008112	154	9455	0	31376	51,693,814	 27.99
2008-04-27	2008111	469	13082	0	36899	47,999,382	 39.54
2008-04-26	2008110	464	10431	15117	0	51,171,732	 29.83
2008-04-25	2008109	918	24602	0	52062	49,676,760	 66.27
2008-04-24	2008108	199	19519	37284	0	51,463,780	 61.10
2008-04-23	2008107	624	34971	0	86186	51,012,348	 95.57
2008-04-22	2008106	653	17928	0	57569	50,103,958	 54.15
2008-04-21	2008105	492	26810	0	64593	50,881,620	 72.99
2008-04-20	2008104	300	12842	21052	0	47,170,438	 41.49
2008-04-19	2008103	000	38570	0	0	54,464,898	 70.77
2008-04-18	2008102	945	21887	0	63832	55,206,930	 58.14
2008-04-17	2008101	934	12209	0	56917	52,083,948	 40.92
2008-04-16	2008100	626	14482	23488	0	53,812,506	 40.87
2008-04-15	2008099	154	28137	0	62698	52,022,496	 73.35
2008-04-14	2008098	040	10006	16494	0	52,592,936	 29.05
2008-04-13	2008097	836	33455	0	62759	49,439,862	 87.96
2008-04-12	2008096	382	18971	0	63832	51,134,794	 57.05
2008-04-11	2008095	979	7244	11251	0	52,422,810	 20.68
2008-04-10	2008094	144	12170	40271	0	56,100,758	 44.66
2008-04-09	2008093	148	6953	0	11083	54,632,074	 15.97
2008-04-08	2008092	418	21269	0	41361	51,520,586	 54.11
2008-04-07	2008091	160	13804	0	23757	51,601,412	 34.11
2008-04-06	2008090	159	31866	0	81237	46,993,842	 95.45
2008-04-05	2008089	042	8505	0	34836	47,116,478	 29.88
2008-04-04	2008088	322	20329	23137	0	47,343,326	 58.57
2008-04-03	2008087	409	10651	0	38719	46,788,326	 36.00
2008-04-02	2008086	407	19824	0	47530	46,875,810	 58.50
2008-04-01	2008085	081	36821	0	57931	48,409,504	 95.16
2008-03-31	2008084	979	6888	8784	0	50,853,220	 19.06
2008-03-30	2008083	669	8259	16481	0	49,541,428	 27.31
2008-03-29	2008082	659	11044	0	41928	50,807,644	 34.94
2008-03-28	2008081	026	7965	0	27784	52,039,982	 23.84
2008-03-27	2008080	357	19414	0	61100	50,306,632	 58.01
2008-03-26	2008079	022	8523	21130	0	52,075,312	 29.34
2008-03-25	2008078	014	8962	0	22671	50,620,152	 24.87
2008-03-24	2008077	475	3449	0	8006	52,419,898	 9.02
2008-03-23	2008076	457	20145	0	60433	48,880,914	 60.99
2008-03-22	2008075	706	10609	0	30409	50,143,148	 30.86
2008-03-21	2008074	400	9323	13166	0	53,633,476	 25.23
2008-03-20	2008073	816	15859	0	52445	52,789,788	 45.93
2008-03-19	2008072	268	24959	0	46545	54,782,938	 59.15
2008-03-18	2008071	303	16411	22302	0	54,212,824	 43.42
2008-03-17	2008070	612	21945	0	61971	54,843,988	 58.07
2008-03-16	2008069	437	23860	0	60648	51,811,128	 64.76
2008-03-15	2008068	249	26392	0	67256	50,663,944	 73.32
2008-03-14	2008067	662	11053	23113	0	53,358,106	 34.57
2008-03-13	2008066	857	24517	0	34365	54,901,190	 54.66
2008-03-12	2008065	738	14406	0	56178	55,375,676	 42.24
2008-03-11	2008064	898	9253	13468	0	54,399,158	 24.93
2008-03-10	2008063	544	23415	29108	0	56,790,396	 57.62
2008-03-09	2008062	933	18795	69710	0	62,134,502	 66.15
2008-03-08	2008061	543	9290	0	41059	59,412,616	 26.67
2008-03-07	2008060	570	13965	0	35048	58,113,186	 33.67
2008-03-06	2008059	793	14845	0	57188	56,050,476	 42.80
2008-03-05	2008058	802	6631	0	29187	56,352,692	 20.05
2008-03-04	2008057	172	12262	0	52175	55,688,586	 37.01
2008-03-03	2008056	830	9193	0	41345	54,966,038	 28.75
2008-03-02	2008055	828	14329	27150	0	54,336,232	 42.35
2008-03-01	2008054	132	8264	0	52206	54,695,442	 30.38
2008-02-29	2008053	156	16640	0	40279	54,916,278	 42.03
2008-02-28	2008052	690	11926	0	34157	53,591,546	 32.44
2008-02-27	2008051	363	36044	89191	0	69,334,380	 93.13
2008-02-26	2008050	428	11404	0	38429	64,724,816	 27.11
2008-02-25	2008049	403	7712	0	20342	62,206,262	 17.62
2008-02-24	2008048	308	22411	0	31566	55,007,768	 49.91
2008-02-23	2008047	230	11291	0	25984	52,721,196	 29.30
2008-02-22	2008046	179	14107	0	35132	51,523,420	 38.28
2008-02-21	2008045	930	12215	0	29067	52,578,952	 32.07
2008-02-20	2008044	149	79291	0	100697	47,641,168	 200.18
2008-02-19	2008043	320	7048	0	15765	45,509,426	 21.02
2008-02-18	2008042	266	10437	12484	0	45,680,528	 31.59
2008-02-17	2008041	125	15185	0	40054	41,350,596	 52.21
2008-02-16	2008040	898	14625	34035	0	47,756,288	 53.41
2008-02-15	2008039	372	3047	0	23539	43,923,834	 15.51
2008-02-14	2008038	312	10430	0	22145	39,736,838	 35.15
2008-02-13	2008037	149	31434	0	83032	33,325,702	 134.16
2008-02-05	2008036	320	6461	0	14658	43,214,602	 20.37
2008-02-04	2008035	570	8797	0	18229	48,341,728	 24.22
2008-02-03	2008034	807	14902	0	34788	48,639,532	 42.07
2008-02-02	2008033	505	33498	69431	0	58,074,488	 95.92
2008-02-01	2008032	183	12504	0	46118	54,571,964	 36.43
2008-01-31	2008031	136	70261	0	80571	55,610,226	 149.46
2008-01-30	2008030	984	8248	0	25487	55,001,414	 22.41
2008-01-29	2008029	562	13694	0	32694	55,480,662	 34.10
